MERGE_SRC,Shape_Leng,Shape_Area,FID_,MRGID,GEONAME,MRGID_TER1,POL_TYPE,MRGID_SOV1,TERRITORY1,ISO_TER1,SOVEREIGN1,MRGID_TER2,MRGID_SOV2,TERRITORY2,ISO_TER2,SOVEREIGN2,MRGID_TER3,MRGID_SOV3,TERRITORY3,ISO_TER3,SOVEREIGN3,X_1,Y_1,MRGID_EEZ,AREA_KM2,ISO_SOV1,ISO_SOV2,ISO_SOV3,UN_SOV1,UN_SOV2,UN_SOV3,UN_TER1,UN_TER2,UN_TER3,ID,_count,_sum,_mean
"8447",0.34386926234,0.00018302226,"11",8447,Niue Exclusive Economic Zone,8673,200NM,2227,Niue,NIU,New Zealand,0,0,,,,0,0,,,,-169.33138,-19.52315,8447,318140,NZL,,,"554","0","0","570","0","0","8447",296,1650.47675228119,5.57593497392294
"8448",24.30454504180,0.35068517512,"8",8448,Tongan Exclusive Economic Zone,8674,200NM,8674,Tonga,TON,Tonga,0,0,,,,0,0,,,,-174.76586,-20.22175,8448,666052,TON,,,"776","0","0","776","0","0","8448",516,110773.119285583,214.676587762759
"8316",89.88956725640,0.81691653100,"256",8316,Micronesian Exclusive Economic Zone,8595,200NM,8595,Micronesia,FSM,Micronesia,0,0,,,,0,0,,,,150.32203,6.76930,8316,3010644,FSM,,,"583","0","0","583","0","0","8316",599,63206.0774774551,105.519328009107
"8441",7.87842083336,0.03294226382,"251",8441,Kiribati Exclusive Economic Zone (Line Islands),8657,200NM,2116,Line Group,KIR,Kiribati,0,0,,,,0,0,,,,-154.72634,-3.82154,8441,1641193,KIR,,,"296","0","0","296","0","0","8441",430,1765.87181202322,4.10667863261215
"8451",0.14876120541,0.00012443541,"248",8451,Howland and Baker Islands Exclusive Economic Zone,48684,200NM,2204,Howland and Baker islands,UMI,United States,0,0,,,,0,0,,,,-176.72727,0.79130,8451,434894,USA,,,"840","0","0","581","0","0","8451",0,0,
"5677",33.13689426000,0.48310397529,"265",5677,French Exclusive Economic Zone,17,200NM,17,France,FRA,France,0,0,,,,0,0,,,,-1.96613,46.04212,5677,345240,FRA,,,"250","0","0","250","0","0","5677",135521,17905986.5409701,132.12702489629
"5677",0.03690427535,0.00007529634,"265",5677,French Exclusive Economic Zone,17,200NM,17,France,FRA,France,0,0,,,,0,0,,,,-1.96613,46.04212,5677,345240,FRA,,,"250","0","0","250","0","0","5677",18199,950888.58544906,52.2494964255761
"5682",0.04860750889,0.00006917536,"221",5682,Italian Exclusive Economic Zone,2133,200NM,2133,Italy,ITA,Italy,0,0,,,,0,0,,,,12.92786,39.65467,5682,536654,ITA,,,"380","0","0","380","0","0","5682",18894,990186.321413401,52.4074479418546
"21790",0.11416691844,0.00014238546,"174",21790,Monégasque Exclusive Economic Zone,2222,200NM,2222,Monaco,MCO,Monaco,0,0,,,,0,0,,,,7.58768,43.34802,21790,288,MCO,,,"492","0","0","492","0","0","21790",26705,3328562.03484249,124.641903570211
"48976",0.04860750889,0.00006917536,"192",48976,Joint regime area Italy / France,17,Joint regime,17,France,FRA,France,2133,2133,Italy,ITA,Italy,0,0,,,,9.04886,41.30715,48976,67,FRA,ITA,,"250","380","0","250","380","0","48976",18894,990186.321413401,52.4074479418546
"48976",0.03690427535,0.00007529634,"192",48976,Joint regime area Italy / France,17,Joint regime,17,France,FRA,France,2133,2133,Italy,ITA,Italy,0,0,,,,9.04886,41.30715,48976,67,FRA,ITA,,"250","380","0","250","380","0","48976",18199,950888.58544906,52.2494964255761
"8370",2.79381412540,0.29002116340,"79",8370,Gambian Exclusive Economic Zone,2113,200NM,2113,Gambia,GMB,Gambia,0,0,,,,0,0,,,,-18.38751,13.32867,8370,23097,GMB,,,"270","0","0","270","0","0","8370",28011,5618541.74560165,200.583404576832
"8371",12.38143965370,1.17158803316,"124",8371,Senegalese Exclusive Economic Zone,2225,200NM,2225,Senegal,SEN,Senegal,0,0,,,,0,0,,,,-18.50357,13.69463,8371,158358,SEN,,,"686","0","0","686","0","0","8371",66238,15834961.8781381,239.061594222924
"8371",1.01185535145,0.05052439600,"124",8371,Senegalese Exclusive Economic Zone,2225,200NM,2225,Senegal,SEN,Senegal,0,0,,,,0,0,,,,-18.50357,13.69463,8371,158358,SEN,,,"686","0","0","686","0","0","8371",9085,785897.881562233,86.5049952187378
"8471",20.44475164190,2.33317820865,"125",8471,Guinea Bissau Exclusive Economic Zone,8685,200NM,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,,,,0,0,,,,-17.56720,10.58066,8471,106870,GNB,,,"624","0","0","624","0","0","8471",41251,3091553.74956942,74.9449407182715
"8471",0.98804793958,0.04624531893,"125",8471,Guinea Bissau Exclusive Economic Zone,8685,200NM,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,,,,0,0,,,,-17.56720,10.58066,8471,106870,GNB,,,"624","0","0","624","0","0","8471",8882,697926.541164398,78.5776335469937
"48964",1.01185535145,0.05052439600,"110",48964,Joint regime area Senegal / Guinea Bissau,2225,Joint regime,2225,Senegal,SEN,Senegal,8685,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,,,,-18.77443,11.26100,48964,63460,SEN,GNB,,"686","624","0","686","624","0","48964",9085,785897.881562233,86.5049952187378
"48964",0.98804793958,0.04624531893,"110",48964,Joint regime area Senegal / Guinea Bissau,2225,Joint regime,2225,Senegal,SEN,Senegal,8685,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,,,,-18.77443,11.26100,48964,63460,SEN,GNB,,"686","624","0","686","624","0","48964",8882,697926.541164398,78.5776335469937
"8473",15.75727025900,0.43102140316,"127",8473,Ivory Coast Exclusive Economic Zone,2161,200NM,2161,Ivory Coast,CIV,Ivory Coast,0,0,,,,0,0,,,,-5.45221,3.30891,8473,171760,CIV,,,"384","0","0","384","0","0","8473",75472,11898330.2117927,157.652244697275
"8419",5.92006790696,0.11168261612,"81",8419,Grenadian Exclusive Economic Zone,8650,200NM,8650,Grenada,GRD,Grenada,0,0,,,,0,0,,,,-62.05881,12.24388,8419,25571,GRD,,,"308","0","0","308","0","0","8419",803,231221.963676453,287.947650904673
"8421",6.01893244454,0.12059852453,"99",8421,Saint Vincent and the Grenadines Exclusive Economic Zone,8651,200NM,8651,Saint Vincent and the Grenadines,VCT,Saint Vincent and the Grenadines,0,0,,,,0,0,,,,-61.69442,13.15805,8421,36244,VCT,,,"670","0","0","670","0","0","8421",1559,449105.449238181,288.072770518397
"48945",3.85671507695,0.04349495688,"49",48945,Overlapping claim Glorioso Islands: France / Madagascar,8607,Overlapping claim,7963,Glorioso Islands,,Madagascar,8607,17,Glorioso Islands,ATF,France,0,0,,,,47.09690,-11.61810,48945,43506,MDG,FRA,,"450","250","0","0","260","0","48945",10,139.27038860321,13.927038860321
"48957",3.90824538413,0.00915098824,"194",48957,Guam Exclusive Economic Zone,8599,200NM,2204,Guam,GUM,United States,0,0,,,,0,0,,,,144.00261,12.92958,48957,208234,USA,,,"840","0","0","316","0","0","48957",668,199379.090833372,298.47169286433
"8390",18.86097988000,1.48390627248,"83",8390,Sierra Leonian Exclusive Economic Zone,2191,200NM,2191,Sierra Leone,SLE,Sierra Leone,0,0,,,,0,0,,,,-14.14468,6.63541,8390,160584,SLE,,,"694","0","0","694","0","0","8390",51398,5680575.49373102,110.521333392953
"8391",15.92870788140,0.54567051525,"129",8391,Liberian Exclusive Economic Zone,2105,200NM,2105,Liberia,LBR,Liberia,0,0,,,,0,0,,,,-10.17763,3.80280,8391,251781,LBR,,,"430","0","0","430","0","0","8391",76453,5003246.2241466,65.4421176951409
"8472",21.64909882430,3.29181754124,"126",8472,Guinean Exclusive Economic Zone,2122,200NM,2122,Guinea,GIN,Guinea,0,0,,,,0,0,,,,-15.62051,9.18114,8472,102163,GIN,,,"324","0","0","324","0","0","8472",52751,7957980.80209112,150.859335407691
"8460",1.22719291584,0.04140656874,"117",8460,Guyanese Exclusive Economic Zone,2124,200NM,2124,Guyana,GUY,Guyana,0,0,,,,0,0,,,,-57.64094,8.61338,8460,135060,GUY,,,"328","0","0","328","0","0","8460",17770,106958.834855102,6.0190678027632
"48951",0.29087840468,0.00044850587,"89",48951,Overlapping claim Navassa Island: USA / Haiti / Jamaica,20312,Overlapping claim,8639,Navassa Island,,Haiti,20312,2204,Navassa Island,,United States,20312,8682,Navassa Island,,Jamaica,-75.18373,18.33814,48951,13890,HTI,USA,JAM,"332","840","388","0","0","0","48951",3003,756315.578170776,251.853339384208
"8309",0.57007529262,0.00234073958,"23",8309,Christmas Island Exclusive Economic Zone,8590,200NM,2147,Christmas Island,CXR,Australia,0,0,,,,0,0,,,,105.36523,-11.24358,8309,327994,AUS,,,"36","0","0","162","0","0","8309",57,3089.87655928731,54.208360689251
"8315",15.78417005180,0.18772850123,"197",8315,Palau Exclusive Economic Zone,8594,200NM,8594,Palau,PLW,Palau,0,0,,,,0,0,,,,133.06710,6.44073,8315,614807,PLW,,,"585","0","0","585","0","0","8315",424,17144.3304781914,40.4347416938476
"8485",4.64512794296,0.04602804503,"200",8485,Singaporean Exclusive Economic Zone,2190,200NM,2190,Singapore,SGP,Singapore,0,0,,,,0,0,,,,103.81835,1.27519,8485,714,SGP,,,"702","0","0","702","0","0","8485",20376,11089014.4065752,544.219395689792
"8345",77.95392365370,1.82206338847,"258",8345,Maldives Exclusive Economic Zone,2229,200NM,2229,Maldives,MDV,Maldives,0,0,,,,0,0,,,,73.08337,2.48241,8345,920739,MDV,,,"462","0","0","462","0","0","8345",26,179035.108856201,6885.96572523851
"8359",36.07752195190,2.31349969219,"227",8359,Pakistani Exclusive Economic Zone,2250,200NM,2250,Pakistan,PAK,Pakistan,0,0,,,,0,0,,,,64.71198,23.53952,8359,224374,PAK,,,"586","0","0","586","0","0","8359",134766,25896149.8989158,192.156403684281
"62589",36.75058320410,1.15534231525,"277",62589,Chagos Archipelago Exclusive Economic Zone,8616,200 NM,8614,Chagos Archipelago,,Mauritius,0,0,,,,0,0,,,,72.00202,-6.53945,62589,650804,MUS,,,"480","0","0","0","0","0","62589",0,0,
"8357",10.69954382760,1.02279149039,"180",8357,Kuwaiti Exclusive Economic Zone,2115,200NM,2115,Kuwait,KWT,Kuwait,0,0,,,,0,0,,,,48.62908,29.18459,8357,11179,KWT,,,"414","0","0","414","0","0","8357",64847,8946308.30701828,137.960249618614
"8470",2.48976066237,0.10607636148,"181",8470,Iraqi Exclusive Economic Zone,2125,200NM,2125,Iraq,IRQ,Iraq,0,0,,,,0,0,,,,48.58489,29.76952,8470,1187,IRQ,,,"368","0","0","368","0","0","8470",40083,8224070.23693466,205.176015690808
"8374",5.26187887996,0.05008030262,"163",8374,Lebanese Exclusive Economic Zone,2098,200NM,2098,Lebanon,LBN,Lebanon,0,0,,,,0,0,,,,34.90392,33.90942,8374,20184,LBN,,,"422","0","0","422","0","0","8374",50736,35626606.987816,702.195817325291
"5685",3.02356014423,0.01086455165,"165",5685,Maltese Exclusive Economic Zone,2217,200NM,2217,Malta,MLT,Malta,0,0,,,,0,0,,,,15.11121,35.31355,5685,52923,MLT,,,"470","0","0","470","0","0","5685",1704,924544.694730794,542.573177658917
"8459",27.85799559270,0.66283421564,"85",8459,Jamaican Exclusive Economic Zone,8682,200NM,8682,Jamaica,JAM,Jamaica,0,0,,,,0,0,,,,-77.29089,16.66861,8459,256909,JAM,,,"388","0","0","388","0","0","8459",13447,3398494.41951752,252.732536589389
"8452",1.65738618087,0.01223383194,"142",8452,Johnston Atoll Exclusive Economic Zone,8678,200NM,2204,Johnston Atoll,UMI,United States,0,0,,,,0,0,,,,-169.50612,16.75109,8452,442443,USA,,,"840","0","0","581","0","0","8452",0,0,
"8349",13.86308271610,0.32754269634,"43",8349,Kenyan Exclusive Economic Zone,2118,200NM,2118,Kenya,KEN,Kenya,0,0,,,,0,0,,,,41.79278,-3.53678,8349,113833,KEN,,,"404","0","0","404","0","0","8349",75432,6858274.26471431,90.9199579053228
"8479",40.16471659590,1.12882764328,"46",8479,Tanzanian Exclusive Economic Zone,2205,200NM,2205,Tanzania,TZA,Tanzania,0,0,,,,0,0,,,,41.16860,-7.21087,8479,241567,TZA,,,"834","0","0","834","0","0","8479",117733,18337395.5876087,155.754084136213
"33176",0.13921781295,0.00072720874,"57",33176,Overlapping claim: Kenya / Somalia,2118,Overlapping claim,2118,Kenya,KEN,Kenya,2187,2187,Federal Republic of Somalia,SOM,Federal Republic of Somalia,0,0,,,,43.90490,-2.28224,33176,50229,KEN,SOM,,"404","706","0","404","706","0","33176",16761,164606.270562887,9.82079055920811
"8488",29.50278323750,0.23527076192,"252",8488,Kiribati Exclusive Economic Zone (Gilbert Islands),17597,200NM,2116,Gilbert Islands,KIR,Kiribati,0,0,,,,0,0,,,,172.78214,-0.25912,8488,1053245,KIR,,,"296","0","0","296","0","0","8488",0.250495233536772,2656.85888987251,10606.4249301673
"8373",3.84748410453,0.03136330192,"170",8373,Syrian Exclusive Economic Zone,3384,200NM,3384,Syria,SYR,Syria,0,0,,,,0,0,,,,35.49624,35.32871,8373,10269,SYR,,,"760","0","0","760","0","0","8373",46520,24355648.5112957,523.55220359621
"8396",43.53299869220,0.95433028119,"32",8396,South African Exclusive Economic Zone,2176,200NM,2176,South Africa,ZAF,South Africa,0,0,,,,0,0,,,,24.44331,-33.50802,8396,1072679,ZAF,,,"710","0","0","710","0","0","8396",255559,21343671.292857,83.5175880828184
"8416",2.60867534302,0.03086831919,"96",8416,Saint Lucia Exclusive Economic Zone,8647,200NM,8647,Saint Lucia,LCA,Saint Lucia,0,0,,,,0,0,,,,-61.10359,13.87770,8416,15413,LCA,,,"662","0","0","662","0","0","8416",2494,848521.981714606,340.225333486209
"8364",25.69717371810,0.16875900650,"69",8364,Spanish Exclusive Economic Zone (Canary Islands),3743,200NM,2185,Canary Islands,,Spain,0,0,,,,0,0,,,,-17.61396,28.36715,8364,445910,ESP,,,"724","0","0","0","0","0","8364",9992,3208628.74438858,321.119770255062
"8367",0.07961575063,0.00000157640,"148",8367,Moroccan Exclusive Economic Zone,2221,200NM,2221,Morocco,MAR,Morocco,0,0,,,,0,0,,,,-9.85201,32.78135,8367,280452,MAR,,,"504","0","0","504","0","0","8367",16421,349477.618453458,21.2823590800474
"8368",17.96090850480,2.06591607649,"138",8368,Overlapping claim Western Saharan Exclusive Economic Zone,8617,Overlapping claim,8617,Western Sahara,ESH,Western Sahara,8617,2221,Western Sahara,ESH,Morocco,0,0,,,,-17.69542,23.34236,8368,284054,ESH,MAR,,"732","504","0","732","732","0","8368",112941,568681.47409382,5.03520841938552
"8368",0.07961575063,0.00000157640,"138",8368,Overlapping claim Western Saharan Exclusive Economic Zone,8617,Overlapping claim,8617,Western Sahara,ESH,Western Sahara,8617,2221,Western Sahara,ESH,Morocco,0,0,,,,-17.69542,23.34236,8368,284054,ESH,MAR,,"732","504","0","732","732","0","8368",16421,349477.618453458,21.2823590800474
"8453",48.16187587350,0.71843923339,"270",8453,United States Exclusive Economic Zone (Hawaii),8679,200NM,2204,Hawaii,,United States,0,0,,,,0,0,,,,-151.05753,24.04099,8453,2474715,USA,,,"840","0","0","0","0","0","8453",20390,1953292.43359825,95.796588209821
"8369",7.09145364613,0.68427228502,"87",8369,Mauritanian Exclusive Economic Zone,2236,200NM,2236,Mauritania,MRT,Mauritania,0,0,,,,0,0,,,,-17.91755,18.24852,8369,173180,MRT,,,"478","0","0","478","0","0","8369",62636,3560533.21067772,56.8448370055195
"8310",2.61678157420,0.05955627607,"34",8310,Norfolk Island Exclusive Economic Zone,8591,200NM,2147,Norfolk Island,NFK,Australia,0,0,,,,0,0,,,,167.92898,-29.09314,8310,430600,AUS,,,"36","0","0","574","0","0","8310",62,3225.34840202332,52.0217484197309
"8317",0.12699026649,0.00014035800,"261",8317,Nauruan Exclusive Economic Zone,8596,200NM,8596,Nauru,NRU,Nauru,0,0,,,,0,0,,,,166.12396,-0.59113,8317,309261,NRU,,,"520","0","0","520","0","0","8317",26,14580.3113174438,560.781204517071
"8439",1.38457925975,0.00240930473,"5",8439,Pitcairn Islands Exclusive Economic Zone,2259,200NM,2208,Pitcairn,PCN,United Kingdom,0,0,,,,0,0,,,,-127.42131,-24.60623,8439,842291,GBR,,,"826","0","0","612","0","0","8439",50,82.6402207612991,1.65280441522598
"49003",11.26315224260,0.09421804830,"238",49003,Overlapping claim South China Sea,0,Overlapping claim,8603,China,CHN,China,0,0,,,,0,0,,,,114.10176,13.14179,49003,338839,CHN,,,"156","0","0","156","0","0","49003",0,0,
"8363",6.17426873780,0.02042923152,"86",8363,Portuguese Exclusive Economic Zone (Madeira),4956,200NM,2243,Madeira,,Portugal,0,0,,,,0,0,,,,-16.81091,33.17302,8363,452796,PRT,,,"620","0","0","0","0","0","8363",1031,353211.317757743,342.590996855231
"8338",2.51798252607,0.00550308056,"36",8338,Réunion Exclusive Economic Zone,8609,200NM,17,Réunion,REU,France,0,0,,,,0,0,,,,54.71328,-21.78197,8338,315151,FRA,,,"250","0","0","638","0","0","8338",3151,1208125.10194016,383.410060914045
"8318",123.29299944900,0.92409122272,"195",8318,Marshall Islands Exclusive Economic Zone,2226,200NM,2226,Marshall Islands,MHL,Marshall Islands,0,0,,,,0,0,,,,167.48735,10.15204,8318,2001566,MHL,,,"584","0","0","584","0","0","8318",15,5998.54812049866,399.903208033244
"8411",7.17141658066,0.21639803996,"67",8411,British Virgin Islands Exclusive Economic Zone,8653,200NM,2208,British Virgin Islands,VGB,United Kingdom,0,0,,,,0,0,,,,-64.50497,20.38988,8411,81555,GBR,,,"826","0","0","92","0","0","8411",1332,382135.192406077,286.888282587145
"33180",9.04640046762,0.10780146873,"103",33180,Virgin Islander Exclusive Economic Zone,8642,200NM,2204,United States Virgin Islands,VIR,United States,0,0,,,,0,0,,,,-64.92435,17.25496,33180,38275,USA,,,"840","0","0","850","0","0","33180",3179,1976929.46050382,621.871488047758
"8337",96.38183200280,2.28871653495,"48",8337,Seychellois Exclusive Economic Zone,2192,200NM,2192,Seychelles,SYC,Seychelles,0,0,,,,0,0,,,,52.46886,-6.54776,8337,1341504,SYC,,,"690","0","0","690","0","0","8337",297,132203.25035882,445.128789086936
"8420",16.46799173170,0.72428533006,"101",8420,Trinidad and Tobago Exclusive Economic Zone,2186,200NM,2186,Trinidad and Tobago,TTO,Trinidad and Tobago,0,0,,,,0,0,,,,-59.98478,10.95788,8420,76562,TTO,,,"780","0","0","780","0","0","8420",29289,2112432.32329845,72.123743497506
"8449",0.29769650964,0.00064923197,"15",8449,Tokelau Exclusive Economic Zone,8675,200NM,2227,Tokelau,TKL,New Zealand,0,0,,,,0,0,,,,-172.08495,-8.63257,8449,320548,NZL,,,"554","0","0","772","0","0","8449",4,281.16081237793,70.2902030944824
"8326",7.90433777902,0.04838561897,"246",8326,Tuvaluan Exclusive Economic Zone,2210,200NM,2210,Tuvalu,TUV,Tuvalu,0,0,,,,0,0,,,,74.28785,-7.81254,8326,753133,TUV,,,"798","0","0","798","0","0","8326",1.84267294205889,381.611314193755,207.096607044853
"8319",0.26055640516,0.00042020868,"202",8319,Wake Island Exclusive Economic Zone,8597,200NM,2204,Wake Island,UMI,United States,0,0,,,,0,0,,,,166.53046,19.50326,8319,406970,USA,,,"840","0","0","581","0","0","8319",0,0,
"8454",3.79500757370,0.02066200681,"247",8454,Wallis and Futuna Exclusive Economic Zone,8680,200NM,17,Wallis and Futuna,WLF,France,0,0,,,,0,0,,,,-172.77595,-12.79664,8454,262750,FRA,,,"250","0","0","876","0","0","8454",118,7152.92584609985,60.618015644914
